year,annex2_OWID,annex1_OWID,nona1_OWID,annex2_PRIMAP,annex1_PRIMAP,nona1_PRIMAP,annex2_GCP_fossil,annex1_GCP_fossil,nona1_GCP_fossil,annex2_GCP_BLUE,annex1_GCP_BLUE,nona1_GCP_BLUE,annex2_GCP_OSCAR,annex1_GCP_OSCAR,nona1_GCP_OSCAR,annex2_GCP_LUCE,annex1_GCP_LUCE,nona1_GCP_LUCE,annex2_EDGAR,annex1_EDGAR,nona1_EDGAR,annex2_ClimateWatch,annex1_ClimateWatch,nona1_ClimateWatch
1894,1262.067,1386.730,25.497,1334.756,1465.957,18.851,1262.067,1386.730,25.497,,,,,,,,,,,,,,,
1895,1332.797,1467.089,28.875,1409.445,1550.927,23.313,1332.797,1467.089,28.875,,,,,,,,,,,,,,,
1896,1373.699,1514.026,31.425,1452.633,1600.403,25.541,1373.699,1514.026,31.425,,,,,,,,,,,,,,,
1897,1433.442,1584.544,33.861,1517.102,1676.373,28.189,1433.442,1584.544,33.861,,,,,,,,,,,,,,,
1898,1504.634,1668.564,38.402,1592.796,1765.415,32.626,1504.634,1668.564,38.402,,,,,,,,,,,,,,,
1899,1648.388,1823.227,41.197,1746.196,1930.450,35.130,1648.388,1823.227,41.197,,,,,,,,,,,,,,,
1900,1737.314,1922.241,40.643,1844.512,2039.333,34.926,1737.314,1922.241,40.643,,,,,,,,,,,,,,,
1901,1786.642,1979.263,46.365,1893.808,2096.818,44.546,1786.642,1979.263,46.365,,,,,,,,,,,,,,,
1902,1838.635,2027.478,49.478,1947.749,2146.927,48.182,1838.635,2027.478,49.478,,,,,,,,,,,,,,,
1903,2018.014,2210.097,54.495,2136.312,2338.750,54.465,2018.014,2210.097,54.495,,,,,,,,,,,,,,,
1904,2029.033,2230.237,60.018,2146.882,2359.079,60.863,2029.033,2230.237,60.018,,,,,,,,,,,,,,,
1905,2175.154,2376.662,63.909,2299.511,2511.499,63.024,2175.154,2376.662,63.909,,,,,,,,,,,,,,,
1906,2257.693,2475.725,73.253,2387.179,2616.486,88.668,2257.693,2475.725,73.253,,,,,,,,,,,,,,,
1907,2563.832,2803.017,101.932,2714.195,2965.933,95.777,2563.832,2803.017,101.932,,,,,,,,,,,,,,,
1908,2433.666,2680.586,109.809,2586.455,2846.470,110.419,2433.666,2680.586,109.809,,,,,,,,,,,,,,,
1909,2537.627,2792.985,114.126,2688.961,2957.834,110.200,2537.628,2792.986,114.126,,,,,,,,,,,,,,,
1910,2678.836,2930.728,119.545,2838.233,3103.333,115.015,2678.836,2930.728,119.545,,,,,,,,,,,,,,,
1911,2706.087,2968.700,128.507,2865.302,3141.229,132.901,2706.087,2968.700,128.507,,,,,,,,,,,,,,,
1912,2836.694,3125.952,127.977,3009.466,3313.123,122.404,2836.694,3125.952,127.977,,,,,,,,,,,,,,,
1913,3068.647,3376.728,148.118,3253.425,3576.561,138.119,3068.648,3376.728,148.118,,,,,,,,,,,,,,,
