measure,year,annex2_OWID,annex1_OWID,non_annex1_OWID,annex2_PRIMAP,annex1_PRIMAP,non_annex1_PRIMAP,annex2_GCP_fossil,annex1_GCP_fossil,non_annex1_GCP_fossil,annex2_GCP_BLUE,annex1_GCP_BLUE,non_annex1_GCP_BLUE,annex2_GCP_OSCAR,annex1_GCP_OSCAR,non_annex1_GCP_OSCAR,annex2_GMST,annex1_GMST
co2_excLUC,1850,193.438,196.738,0.110,200.258,203.641,0.043,193.438,196.738,0.110,,,,,,,,
co2_excLUC,1851,194.934,198.668,0.110,202.587,206.493,0.045,194.934,198.668,0.110,,,,,,,98.066,99.944
co2_excLUC,1852,202.940,207.414,0.181,211.279,215.970,0.051,202.940,207.414,0.181,,,,,,,97.909,99.928
co2_excLUC,1853,212.460,217.120,0.117,221.481,226.410,0.060,212.460,217.120,0.117,,,,,,,97.871,99.935
co2_excLUC,1854,249.819,255.033,0.005,260.357,265.890,0.071,249.819,255.033,0.005,,,,,,,97.895,99.953
co2_excLUC,1855,253.690,260.061,0.199,264.881,271.364,0.080,253.690,260.061,0.199,,,,,,,97.799,99.946
co2_excLUC,1856,270.503,277.296,0.949,282.540,289.769,0.087,270.503,277.296,0.949,,,,,,,97.685,99.890
co2_excLUC,1857,272.670,279.932,1.249,285.185,292.927,0.094,272.670,279.932,1.249,,,,,,,97.567,99.835
co2_excLUC,1858,275.263,283.770,1.779,288.359,297.039,0.525,275.263,283.770,1.779,,,,,,,97.399,99.769
co2_excLUC,1859,292.454,300.780,1.792,305.761,314.214,0.790,292.454,300.780,1.792,,,,,,,97.301,99.721
co2_excLUC,1860,320.980,330.225,2.073,335.122,344.525,0.825,320.980,330.225,2.073,,,,,,,97.211,99.677
co2_excLUC,1861,336.912,347.169,2.022,352.731,363.216,0.699,336.912,347.169,2.022,,,,,,,97.125,99.647
co2_excLUC,1862,341.694,353.830,2.161,357.809,370.230,0.744,341.694,353.830,2.161,,,,,,,97.003,99.620
co2_excLUC,1863,363.372,377.457,2.078,380.039,394.490,0.815,363.372,377.457,2.078,,,,,,,96.874,99.603
co2_excLUC,1864,391.068,407.022,2.503,408.692,425.102,0.798,391.068,407.022,2.503,,,,,,,96.736,99.581
co2_excLUC,1865,414.236,432.171,2.681,433.008,451.475,0.785,414.236,432.171,2.681,,,,,,,96.595,99.562
co2_excLUC,1866,425.392,445.530,3.537,444.340,465.151,1.141,425.392,445.530,3.537,,,,,,,96.427,99.531
co2_excLUC,1867,455.198,477.720,3.094,476.276,499.548,1.268,455.198,477.720,3.094,,,,,,,96.273,99.516
co2_excLUC,1868,466.611,491.185,3.308,488.532,513.918,1.300,466.611,491.185,3.308,,,,,,,96.115,99.500
co2_excLUC,1869,494.716,521.457,3.274,517.411,545.068,1.559,494.716,521.457,3.274,,,,,,,95.967,99.490
co2_excLUC,1870,504.070,532.799,3.325,527.908,557.635,1.732,504.070,532.799,3.325,,,,,,,95.818,99.482
co2_excLUC,1871,532.791,566.163,3.614,558.337,592.846,2.062,532.791,566.163,3.614,,,,,,,95.645,99.473
co2_excLUC,1872,590.577,626.553,4.408,619.195,656.396,2.215,590.577,626.553,4.408,,,,,,,95.489,99.460
co2_excLUC,1873,627.636,665.779,4.688,657.924,697.361,2.293,627.635,665.779,4.688,,,,,,,95.347,99.448
co2_excLUC,1874,581.888,623.380,5.282,609.186,652.191,2.561,581.888,623.380,5.282,,,,,,,95.163,99.429
co2_excLUC,1875,633.494,676.133,4.915,664.917,709.158,2.798,633.494,676.133,4.915,,,,,,,95.020,99.419
co2_excLUC,1876,633.964,685.562,5.020,665.891,719.857,3.128,633.964,685.562,5.020,,,,,,,94.816,99.410
co2_excLUC,1877,647.734,699.162,4.871,680.289,734.114,3.210,647.734,699.162,4.871,,,,,,,94.646,99.404
co2_excLUC,1878,646.902,702.582,7.067,678.654,736.985,3.709,646.902,702.582,7.067,,,,,,,94.445,99.381
co2_excLUC,1879,693.403,752.640,7.155,728.459,790.548,3.674,693.403,752.640,7.155,,,,,,,94.260,99.362
co2_excLUC,1880,787.756,850.247,7.981,831.269,896.803,4.208,787.756,850.247,7.981,,,,,,,94.108,99.344
co2_excLUC,1881,815.392,879.853,8.319,856.412,924.068,4.294,815.392,879.853,8.319,,,,,,,93.970,99.327
co2_excLUC,1882,862.444,929.265,8.893,906.864,977.008,4.800,862.444,929.265,8.893,,,,,,,93.848,99.311
co2_excLUC,1883,914.636,988.192,9.671,961.882,1039.061,5.406,914.636,988.192,9.671,,,,,,,93.718,99.294
co2_excLUC,1884,923.023,999.204,10.558,971.203,1051.135,5.821,923.023,999.204,10.558,,,,,,,93.587,99.275
co2_excLUC,1885,926.500,1006.731,10.758,976.273,1060.520,5.841,926.500,1006.731,10.758,,,,,,,93.450,99.257
co2_excLUC,1886,939.666,1022.164,10.823,989.562,1076.271,6.269,939.666,1022.164,10.823,,,,,,,93.321,99.241
co2_excLUC,1887,986.875,1072.134,12.149,1038.939,1128.653,8.014,986.875,1072.134,12.149,,,,,,,93.201,99.222
co2_excLUC,1888,1095.025,1187.414,13.927,1152.984,1250.148,8.371,1095.025,1187.414,13.927,,,,,,,93.090,99.201
co2_excLUC,1889,1086.749,1185.948,16.150,1145.888,1250.171,10.297,1086.749,1185.948,16.150,,,,,,,92.951,99.173
co2_excLUC,1890,1184.876,1291.053,16.202,1249.345,1361.032,11.061,1184.876,1291.053,16.202,,,,,,,92.828,99.151
co2_excLUC,1891,1237.676,1351.584,18.015,1305.387,1425.208,12.180,1237.676,1351.584,18.015,,,,,,,92.699,99.127
co2_excLUC,1892,1246.539,1360.430,20.106,1314.862,1434.749,14.156,1246.539,1360.430,20.106,,,,,,,92.577,99.097
co2_excLUC,1893,1218.284,1340.285,22.895,1287.697,1416.162,17.506,1218.284,1340.285,22.895,,,,,,,92.425,99.061
co2_excLUC,1894,1262.067,1386.730,25.497,1334.756,1465.957,18.851,1262.067,1386.730,25.497,,,,,,,92.282,99.020
co2_excLUC,1895,1332.797,1467.089,28.875,1409.445,1550.927,23.313,1332.797,1467.089,28.875,,,,,,,92.131,98.975
co2_excLUC,1896,1373.699,1514.026,31.425,1452.633,1600.403,25.541,1373.699,1514.026,31.425,,,,,,,91.980,98.928
co2_excLUC,1897,1433.442,1584.544,33.861,1517.102,1676.373,28.189,1433.442,1584.544,33.861,,,,,,,91.821,98.881
co2_excLUC,1898,1504.634,1668.564,38.402,1592.796,1765.415,32.626,1504.634,1668.564,38.402,,,,,,,91.650,98.828
co2_excLUC,1899,1648.388,1823.227,41.197,1746.196,1930.450,35.130,1648.388,1823.227,41.197,,,,,,,91.492,98.777
co2_excLUC,1900,1737.314,1922.241,40.643,1844.512,2039.333,34.926,1737.314,1922.241,40.643,,,,,,,91.347,98.736
co2_excLUC,1901,1786.642,1979.263,46.365,1893.808,2096.818,44.546,1786.642,1979.263,46.365,,,,,,,91.197,98.687
co2_excLUC,1902,1838.635,2027.478,49.478,1947.749,2146.927,48.182,1838.635,2027.478,49.478,,,,,,,91.072,98.637
co2_excLUC,1903,2018.014,2210.097,54.495,2136.312,2338.750,54.465,2018.014,2210.097,54.495,,,,,,,90.977,98.586
co2_excLUC,1904,2029.033,2230.237,60.018,2146.882,2359.079,60.863,2029.033,2230.237,60.018,,,,,,,90.865,98.530
co2_excLUC,1905,2175.154,2376.662,63.909,2299.511,2511.499,63.024,2175.154,2376.662,63.909,,,,,,,90.783,98.476
co2_excLUC,1906,2257.693,2475.725,73.253,2387.179,2616.486,88.668,2257.693,2475.725,73.253,,,,,,,90.678,98.412
co2_excLUC,1907,2563.832,2803.017,101.932,2714.195,2965.933,95.777,2563.832,2803.017,101.932,,,,,,,90.555,98.314
co2_excLUC,1908,2433.666,2680.586,109.809,2586.455,2846.470,110.419,2433.666,2680.586,109.809,,,,,,,90.399,98.209
co2_excLUC,1909,2537.627,2792.985,114.126,2688.961,2957.834,110.200,2537.628,2792.986,114.126,,,,,,,90.254,98.109
co2_excLUC,1910,2678.836,2930.728,119.545,2838.233,3103.333,115.015,2678.836,2930.728,119.545,,,,,,,90.141,98.015
co2_excLUC,1911,2706.087,2968.700,128.507,2865.302,3141.229,132.901,2706.087,2968.700,128.507,,,,,,,90.017,97.918
co2_excLUC,1912,2836.694,3125.952,127.977,3009.466,3313.123,122.404,2836.694,3125.952,127.977,,,,,,,89.888,97.834
co2_excLUC,1913,3068.647,3376.728,148.118,3253.425,3576.561,138.119,3068.648,3376.728,148.118,,,,,,,89.756,97.739
co2_excLUC,1914,2787.609,3056.847,140.903,2956.114,3239.633,135.329,2787.609,3056.847,140.903,,,,,,,89.651,97.652
co2_excLUC,1915,2751.989,3009.476,138.554,2915.561,3186.682,138.413,2751.989,3009.476,138.554,,,,,,,89.565,97.573
co2_excLUC,1916,2969.302,3247.779,152.453,3134.483,3427.861,148.647,2969.302,3247.779,152.453,,,,,,,89.476,97.491
co2_excLUC,1917,3111.753,3390.807,165.691,3257.070,3550.366,159.305,3111.753,3390.807,165.691,,,,,,,89.397,97.405
co2_excLUC,1918,3137.639,3337.256,168.829,3291.721,3500.397,161.056,3137.639,3337.256,168.829,,,,,,,89.400,97.320
co2_excLUC,1919,2760.816,2850.334,190.779,2895.747,2991.515,183.261,2760.816,2850.334,190.779,,,,,,,89.444,97.206
co2_excLUC,1920,3154.543,3317.425,229.333,3301.541,3471.791,217.744,3154.543,3317.425,229.333,,,,,,,89.426,97.074
co2_excLUC,1921,2704.346,2870.133,244.861,2828.770,3001.483,234.783,2704.346,2870.133,244.861,,,,,,,89.347,96.923
co2_excLUC,1922,2852.524,3020.723,243.994,2993.553,3168.381,237.285,2852.524,3020.723,243.994,,,,,,,89.286,96.787
co2_excLUC,1923,3292.880,3450.660,252.336,3448.429,3612.855,247.339,3292.880,3450.660,252.336,,,,,,,89.273,96.665
co2_excLUC,1924,3279.481,3451.501,264.642,3439.422,3619.328,262.107,3279.481,3451.501,264.642,,,,,,,89.240,96.540
co2_excLUC,1925,3314.519,3483.874,256.759,3498.439,3675.411,257.620,3314.519,3483.874,256.759,,,,,,,89.219,96.431
co2_excLUC,1926,3231.863,3427.526,249.880,3409.062,3613.591,261.857,3231.863,3427.526,249.880,,,,,,,89.178,96.332
co2_excLUC,1927,3530.042,3761.450,251.497,3735.966,3981.052,268.712,3530.042,3761.450,251.497,,,,,,,89.139,96.248
co2_excLUC,1928,3491.248,3740.032,256.279,3683.210,3944.618,290.527,3491.248,3740.032,256.279,,,,,,,89.084,96.165
co2_excLUC,1929,3745.632,4022.322,265.888,3954.390,4244.419,311.219,3745.632,4022.322,265.888,,,,,,,89.028,96.088
co2_excLUC,1930,3403.625,3692.918,265.177,3588.092,3893.131,320.669,3403.625,3692.918,265.177,,,,,,,88.939,96.007
co2_excLUC,1931,2974.772,3286.859,252.460,3137.344,3466.882,301.035,2974.772,3286.859,252.460,,,,,,,88.816,95.928
co2_excLUC,1932,2626.508,2940.541,252.049,2770.164,3101.726,298.140,2626.508,2940.541,252.049,,,,,,,88.670,95.843
co2_excLUC,1933,2759.724,3092.629,270.053,2908.369,3259.602,319.056,2759.724,3092.629,270.053,,,,,,,88.518,95.754
co2_excLUC,1934,2965.816,3349.555,306.630,3126.360,3531.455,364.606,2965.816,3349.555,306.630,,,,,,,88.338,95.653
co2_excLUC,1935,3077.888,3496.851,338.890,3246.658,3689.365,408.315,3077.888,3496.851,338.890,,,,,,,88.136,95.541
co2_excLUC,1936,3378.706,3848.183,359.746,3561.653,4058.274,438.999,3378.706,3848.183,359.746,,,,,,,87.928,95.432
co2_excLUC,1937,3615.689,4104.141,392.573,3818.835,4336.219,483.072,3615.689,4104.141,392.573,,,,,,,87.720,95.317
co2_excLUC,1938,3317.533,3835.578,394.039,3499.754,4048.789,494.541,3317.533,3835.578,394.039,,,,,,,87.484,95.200
co2_excLUC,1939,3527.608,4046.769,423.363,3733.141,4283.149,533.343,3527.608,4046.769,423.363,,,,,,,87.261,95.078
co2_excLUC,1940,3709.150,4423.417,461.244,3888.414,4640.553,555.303,3709.150,4423.417,461.244,,,,,,,86.947,94.953
co2_excLUC,1941,3877.778,4537.334,461.756,4051.846,4748.882,567.132,3877.777,4537.334,461.756,,,,,,,86.688,94.837
co2_excLUC,1942,4030.285,4547.328,435.195,4211.799,4815.365,518.521,4030.285,4547.328,435.195,,,,,,,86.533,94.742
co2_excLUC,1943,4098.326,4649.428,425.845,4265.417,4969.150,544.844,4098.326,4649.428,425.846,,,,,,,86.380,94.658
co2_excLUC,1944,4090.645,4711.657,450.828,4224.514,4882.524,577.046,4090.645,4711.657,450.828,,,,,,,86.192,94.569
co2_excLUC,1945,3413.937,3880.793,408.519,3512.784,4010.036,565.283,3413.937,3880.793,408.519,,,,,,,86.051,94.482
co2_excLUC,1946,3612.655,4177.920,430.625,3771.833,4376.189,657.796,3612.655,4177.921,430.625,,,,,,,85.879,94.396
co2_excLUC,1947,4035.633,4673.547,491.657,4249.738,4936.882,684.988,4035.633,4673.547,491.657,,,,,,,85.689,94.300
co2_excLUC,1948,4277.882,4956.852,491.031,4516.006,5251.317,680.189,4277.882,4956.852,491.031,,,,,,,85.508,94.216
co2_excLUC,1949,3947.986,4716.065,487.968,4180.978,5014.636,723.264,3947.986,4716.065,487.968,,,,,,,85.282,94.132
co2_excLUC,1950,4400.969,5233.916,565.776,4654.328,5567.423,616.009,4400.969,5233.916,565.776,,,,,,,85.041,94.033
co2_excLUC,1951,4688.332,5593.262,632.925,4971.291,5967.799,696.438,4688.332,5593.262,632.925,,,,,,,84.781,93.920
co2_excLUC,1952,4643.612,5615.717,693.856,4926.925,6001.274,758.889,4643.612,5615.717,693.856,,,,,,,84.487,93.791
co2_excLUC,1953,4735.789,5773.748,713.613,5027.911,6178.936,786.948,4735.789,5773.748,713.613,,,,,,,84.184,93.665
co2_excLUC,1954,4704.825,5830.922,794.730,5013.706,6267.822,879.996,4704.825,5830.922,794.730,,,,,,,83.838,93.516
co2_excLUC,1955,5092.717,6340.773,915.044,5432.291,6829.288,1001.139,5092.717,6340.773,915.033,,,,,,,83.457,93.345
co2_excLUC,1956,5366.834,6724.307,999.887,5730.004,7254.050,1092.888,5366.834,6724.307,999.876,,,,,,,83.054,93.164
co2_excLUC,1957,5387.076,6867.692,1093.916,5758.693,7425.359,1212.023,5387.075,6867.692,1093.901,,,,,,,82.609,92.964
co2_excLUC,1958,5245.548,6812.267,1396.816,5614.929,7383.342,1547.781,5245.548,6812.267,1396.801,,,,,,,82.068,92.675
co2_excLUC,1959,5346.945,6995.215,1646.113,5735.245,7599.965,1817.651,5346.945,6995.215,1646.099,,,,,,,81.471,92.329
co2_excLUC,1960,5639.126,7363.950,1786.349,6026.884,7981.180,1974.781,5639.126,7363.950,1786.335,,,,,,,80.869,91.969
co2_excLUC,1961,5755.468,7548.625,1604.850,6152.033,8183.938,1799.278,5755.468,7548.625,1604.799,,,,,,,80.339,91.690
co2_excLUC,1962,6017.521,7912.039,1564.155,6446.950,8592.945,1770.697,6017.521,7912.039,1564.104,,,,,,,79.841,91.447
co2_excLUC,1963,6324.914,8356.787,1625.952,6823.614,9125.729,1852.619,6324.914,8356.786,1625.897,,,,,,,79.343,91.213
co2_excLUC,1964,6627.812,8792.433,1720.671,7138.224,9591.801,1943.513,6627.812,8792.433,1720.612,,,,,,,78.840,90.979
co2_excLUC,1965,6852.815,9121.261,1867.393,7403.535,9980.675,2093.772,6852.815,9121.261,1867.327,,,,,,,78.325,90.730
